date,temperature_max,temperature_min,precipitation,windspeed_max
2024-08-25,21.4,11.7,0.0,17.3
2024-08-26,23.4,12.3,0.0,9.5
2024-08-27,26.0,12.1,0.0,9.1
2024-08-28,30.7,13.0,0.0,15.3
2024-08-29,25.3,16.3,1.1,14.8
2024-08-30,21.8,15.2,13.2,15.5
2024-08-31,25.6,15.1,0.9,13.2
2024-09-01,27.8,18.6,0.2,19.4
2024-09-02,24.5,17.6,0.3,16.3
2024-09-03,22.1,15.9,7.5,14.8
2024-09-04,21.7,15.4,1.6,11.3
2024-09-05,17.2,14.2,29.2,24.3
2024-09-06,22.7,11.3,0.3,11.8
2024-09-07,23.5,15.7,6.2,14.5
2024-09-08,20.6,12.8,5.7,23.9
2024-09-09,20.1,14.8,1.0,27.4
2024-09-10,17.8,11.3,0.1,25.4
2024-09-11,16.4,11.4,4.7,27.0
2024-09-12,15.5,8.1,2.0,22.7
2024-09-13,16.7,7.0,1.9,19.2
2024-09-14,16.6,7.0,0.0,10.7
2024-09-15,18.5,6.0,0.0,9.0
2024-09-16,19.2,9.9,0.4,18.1
2024-09-17,20.9,11.7,0.0,26.0
2024-09-18,23.6,13.4,0.5,27.9
2024-09-19,24.9,15.0,0.0,22.4
2024-09-20,20.9,12.7,4.6,16.5
2024-09-21,23.3,13.1,0.5,17.6
2024-09-22,20.6,15.5,13.9,14.2
2024-09-23,19.4,13.1,8.8,19.3
2024-09-24,18.2,12.7,1.4,27.1
2024-09-25,17.3,12.7,16.0,25.8
2024-09-26,18.6,14.2,11.5,30.6
2024-09-27,15.9,11.8,1.5,30.2
2024-09-28,13.8,7.3,0.7,17.4
2024-09-29,14.9,4.7,0.0,23.2
2024-09-30,18.1,11.6,0.4,34.0
2024-10-01,17.4,11.5,0.1,19.6
2024-10-02,16.5,11.5,1.6,22.0
2024-10-03,14.2,9.1,0.1,20.6
2024-10-04,15.3,5.2,0.0,11.4
2024-10-05,16.4,4.7,0.0,17.5
2024-10-06,16.9,9.8,4.2,20.2
2024-10-07,17.8,13.8,11.8,21.3
2024-10-08,19.2,13.0,0.5,26.0
2024-10-09,17.1,13.2,55.7,28.9
2024-10-10,15.4,10.0,1.3,22.2
2024-10-11,13.8,5.9,0.0,9.4
2024-10-12,15.8,7.3,1.8,15.3
2024-10-13,15.0,8.8,0.0,16.9
2024-10-14,21.5,10.1,0.1,16.7
2024-10-15,20.2,11.0,0.2,18.2
2024-10-16,24.7,15.3,6.0,22.8
2024-10-17,18.3,15.5,12.5,17.2
2024-10-18,16.0,13.4,7.7,19.9
2024-10-19,16.6,11.1,2.7,22.9
2024-10-20,18.5,10.8,0.7,23.8
2024-10-21,21.0,13.0,1.6,28.2
2024-10-22,16.6,9.3,0.0,17.6
2024-10-23,16.7,7.8,0.0,11.9
2024-10-24,18.0,6.3,0.0,13.2
2024-10-25,19.6,12.0,2.0,22.0
2024-10-26,18.2,12.3,5.1,7.0
2024-10-27,16.4,13.1,2.8,10.2
2024-10-28,17.6,10.4,0.0,9.7
2024-10-29,14.7,8.1,0.0,10.6
2024-10-30,15.3,10.3,0.0,12.1
2024-10-31,15.9,10.1,0.0,8.1
2024-11-01,12.0,9.6,0.0,7.6
2024-11-02,12.7,9.3,0.7,16.1
2024-11-03,13.0,7.6,0.0,10.3
2024-11-04,14.5,7.2,0.0,8.8
2024-11-05,13.2,6.0,0.0,7.9
2024-11-06,12.3,8.4,0.0,10.8
2024-11-07,13.7,9.5,0.0,14.7
2024-11-08,11.6,8.3,0.0,10.3
2024-11-09,13.6,8.6,0.0,7.1
2024-11-10,12.0,7.8,0.5,12.6
2024-11-11,13.5,5.3,0.5,18.5
2024-11-12,10.7,7.2,2.1,29.9
2024-11-13,9.1,5.8,0.0,12.8
2024-11-14,12.5,4.5,0.0,7.8
2024-11-15,10.5,6.9,0.1,8.8
2024-11-16,9.5,5.3,0.0,7.0
2024-11-17,10.4,4.0,1.0,12.6
2024-11-18,10.9,6.7,4.3,20.7
2024-11-19,12.2,7.4,24.4,27.3
2024-11-20,6.9,1.8,3.1,23.9
2024-11-21,1.6,-0.6,10.4,22.6
2024-11-22,3.5,-2.2,0.6,20.2
2024-11-23,12.0,1.1,0.0,25.0
2024-11-24,18.0,12.2,0.0,28.7
2024-11-25,18.0,8.5,8.8,25.0
2024-11-26,11.2,7.6,3.4,16.0
2024-11-27,13.3,7.6,8.7,24.0
2024-11-28,9.0,4.1,0.0,8.9
2024-11-29,8.1,1.3,0.0,11.0
2024-11-30,6.6,0.1,0.0,9.4
2024-12-01,11.4,1.1,0.0,14.5
2024-12-02,12.3,7.1,0.5,16.4
2024-12-03,8.4,4.3,1.0,12.6
2024-12-04,7.3,2.7,0.0,10.3
2024-12-05,12.5,4.7,3.4,24.2
2024-12-06,13.8,7.1,2.3,29.2
2024-12-07,11.8,5.8,7.8,30.6
2024-12-08,8.5,6.5,5.6,25.8
2024-12-09,6.6,5.1,1.3,20.5
2024-12-10,6.2,4.7,0.2,15.8
2024-12-11,5.7,4.7,0.0,12.9
2024-12-12,4.7,3.5,0.0,10.0
2024-12-13,3.7,0.1,0.0,8.4
2024-12-14,5.2,-0.4,0.1,10.8
2024-12-15,9.9,3.1,0.0,13.1
2024-12-16,10.7,8.4,0.0,12.7
2024-12-17,8.5,5.8,0.0,13.3
2024-12-18,13.8,6.8,1.4,23.3
2024-12-19,13.8,3.6,4.5,26.6
2024-12-20,8.1,3.2,0.1,15.3
2024-12-21,10.8,6.6,4.8,23.5
2024-12-22,11.4,3.3,18.7,27.7
2024-12-23,7.6,4.9,0.1,22.5
2024-12-24,9.7,5.3,1.1,8.7
2024-12-25,10.9,8.7,0.0,8.2
2024-12-26,8.6,4.1,0.0,8.9
2024-12-27,5.6,-1.1,0.0,5.1
2024-12-28,2.1,-0.8,0.0,9.0
2024-12-29,4.6,1.4,0.0,7.5
2024-12-30,4.1,2.6,0.1,8.7
2024-12-31,5.7,1.9,0.0,16.5
